id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1284145548124240383,Habitación Independiente En La Macarena.,129369306,Sonia,Macarena,Pio XII,37.4074992,-5.9779516,Private room,36,2,14,2025-03-07,3.16,2,9,14,VTF/SE/04373
1284618377371668019,San Isidoro Alfalfa en el corazón de Sevilla,4653961,Rocio Y Daniel,Casco Antiguo,Alfalfa,37.3889728,-5.991644200000001,Entire home/apt,127,4,9,2025-03-12,2.41,32,344,9,VUT/SE712834
1284682652806457378,Luxury apartment for 6 with private parking,9228673,Antonio Jose,Los Remedios,Los Remedios,37.3717192,-6.0025627,Entire home/apt,605,1,0,,,28,351,0,VFT/SE/07616
1284731153632722579,Cristo de Burgos Penthouse Suite,209748933,Mariano,Casco Antiguo,Alfalfa,37.3919329,-5.9894338,Entire home/apt,,1,2,2025-01-19,0.52,57,50,2,VUT/SE/06894
1284841720593683609,Apartamento en Triana con vistas,94842213,Jose Manuel,Triana,Triana Este,37.3802156,-5.9999388,Entire home/apt,83,3,4,2025-03-07,1.62,11,87,4,VFT/SE/03355
1285356696314847438,NEW! Amplio ático en el centro de Sevilla,14958822,Nacho,Casco Antiguo,San Julián,37.3957,-5.98721,Entire home/apt,222,1,3,2025-03-05,1.06,192,329,3,VUT/SE/12340
1285419326034408144,ST en el corazon de la alfalfa,5406544,Nacho,Casco Antiguo,Alfalfa,37.3908309,-5.9920816,Entire home/apt,113,1,4,2025-02-02,1.08,10,301,4,VUT/SE/09172
1285462616177765013,New & modern - quiet street - Setas de Sevilla,661010648,Dragisa,Casco Antiguo,Feria,37.39739291284626,-5.992180336533609,Entire home/apt,99,1,11,2025-03-16,2.41,1,334,11,VUT/SE/12809
1285734650382788752,Habitación a 10 min del centro,412330721,Omar,Palmera - Bellavista,"Sector Sur, La Palmera, Reina Mercedes",37.36239718386141,-5.9896971774064625,Private room,41,1,9,2025-03-02,2.05,1,331,9,Exempt
1286184228354098528,Cerezo Beach,291256843,Manuel,Macarena,"El Torrejón, El Cerezo",37.4102979,-5.9842631,Shared room,30,1,7,2025-03-23,1.54,3,347,7,Exempt
1286294830777185313,Habitación para estudiantes.,61957196,Miguel,Macarena,Retiro Obrero,37.401599519889444,-5.979490514787456,Private room,,90,0,,,2,358,0,Exempt
1286320268256800221,Apartamento de lujo,96647588,Jose Antonio,Casco Antiguo,Museo,37.3913917,-6.0010289,Entire home/apt,298,2,2,2025-03-02,1.82,1,26,2,VFT/SE/10242
1286385219730753044,Habitación típica casa andaluza,661348618,Allende Del Carmen,Nervión,Nervión,37.3868858,-5.968060599999999,Private room,46,1,7,2025-03-16,1.60,1,249,7,Exempt
1287095458835595388,Apartamento barrio San Lorenzo junto Alameda,69993079,Francisco,Casco Antiguo,San Lorenzo,37.401081437706516,-5.996533027566977,Entire home/apt,94,3,6,2025-03-10,1.40,3,58,6,vft/se/10782
1287750739924703715,Loft Sevilla Centro,661305332,Alberto,Casco Antiguo,San Vicente,37.39578,-6.0016,Entire home/apt,84,2,2,2025-01-02,0.68,3,126,2,A/SE/00521
1288264037467641224,"Diseño, comodidad y buena zona.",3498128,Carlos,Palmera - Bellavista,Bami,37.360391,-5.9798588,Entire home/apt,98,1,4,2025-01-04,1.09,12,288,4,VUT/SE/13656
1288310089755133488,Apartamento elegante,660482539,Juan Carlos,Palmera - Bellavista,Bda. de Pineda,37.35142,-5.97661,Entire home/apt,108,2,1,2025-02-28,1,1,315,1,VUT/SE/14105
1288492391678024227,Loft Casco antiguo,661305332,Alberto,Casco Antiguo,San Vicente,37.39575,-6.00151,Entire home/apt,89,2,0,,,3,133,0,A/SE/00521
1288495949532366409,Loft Escala,661305332,Alberto,Casco Antiguo,San Vicente,37.39579,-6.00146,Entire home/apt,77,2,0,,,3,140,0,A/SE/00521
1289073335290486576,Rentalsevilla Refugio en el Corazón de Triana,170512874,Esther,Triana,Triana Casco Antiguo,37.386174,-6.0063176,Entire home/apt,99,1,5,2025-03-10,1.67,133,230,5,VUT/SE/02668
1289128779725074322,EDomus Casa de los Naranjos,525452885,Jorge,Sur,Huerta de la Salud,37.37634,-5.98292,Entire home/apt,71,1,2,2025-03-02,1.87,11,34,2,VFT/SE/01293
1289186151247205897,Arena Centro  apart. 3,64841352,Juan Carlos,Casco Antiguo,Santa Catalina,37.3913386409172,-5.9874700382351875,Entire home/apt,190,2,3,2025-02-27,0.83,4,240,3,CTC2024292329
1289262306944786776,ISG Apartments: Cuesta del Rosario,182169184,Eduardo,Casco Antiguo,Alfalfa,37.38888214371489,-5.991041234263902,Entire home/apt,130,1,3,2025-03-17,2.73,63,216,3,VUT/SE/14070
1289646103255230690,"Arena Centro 4, mucho encanto e independencia.",64841352,Juan Carlos,Casco Antiguo,Santa Catalina,37.39203,-5.98592,Entire home/apt,216,2,0,,,4,168,0,CTC2024292329
1289724071413626873,Casco Antiguo - Alameda,204455,Max,Casco Antiguo,San Lorenzo,37.40081,-5.99544,Entire home/apt,36,90,0,,,1,300,0,Exempt
1289775957603831811,"Home2Book Amelia's Pottery, Triana",207368638,Home2Book,Triana,Triana Oeste,37.38844,-6.00976,Entire home/apt,76,1,3,2025-03-06,2.05,1,284,3,VFT/SE/05552
1289843940868825370,Apartamento Familiar en Triana,287871445,Juan,Triana,Triana Este,37.378558951712904,-6.005280882452013,Entire home/apt,123,2,5,2025-03-01,1.65,62,126,5,VUT/SE/00798
1289876784826975224,Ohliving Maestranza House,172894482,Luis Guillermo,Casco Antiguo,Arenal,37.3844102,-5.997501499999999,Entire home/apt,197,1,2,2025-03-22,2,37,177,2,VUT/SE/12678
1289899381162749477,Apartment in Seville,431139272,"Loic, Estelle And Co",Nervión,La Buhaira,37.3856233,-5.9741881,Entire home/apt,209,1,0,,,1,0,0,VUT/SE/11772
1289955736826086687,Live the City Center,222080878,Miguel Ángel,Casco Antiguo,San Lorenzo,37.39828,-5.99626,Entire home/apt,73,2,4,2025-03-09,2.61,1,179,4,VUT/SE/06334
1290260410649680260,Preciosa habitación en casa con encanto,564053837,Raquel,Macarena,"Cruz Roja, Capuchinos",37.4025395661859,-5.982333943247795,Private room,53,28,3,2025-03-19,3,2,86,3,Exempt
1290264589118117214,Preciosa casa con encanto,564053837,Raquel,Macarena,"Cruz Roja, Capuchinos",37.40133343132929,-5.983146619675754,Private room,53,28,7,2025-03-24,2.39,2,82,7,Exempt
1290385242947916235,Caracol suite 2 dormitorios,392796427,Sergio,Casco Antiguo,Alfalfa,37.39040411817233,-5.9916690196502795,Entire home/apt,,2,5,2025-03-03,1.72,1,339,5,VFT/SE/05132
1290388332820106335,Acogedor estudio junto a la Palmera IV,14958822,Nacho,Palmera - Bellavista,"Sector Sur, La Palmera, Reina Mercedes",37.36623,-5.987839999999999,Entire home/apt,,60,0,,,192,0,0,Exempt
1290492725558759599,Apartamento Familiar de Lujo en Triana,255965780,***CheckINN,Triana,Triana Este,37.37734015128039,-6.003439656968751,Entire home/apt,119,2,4,2025-01-27,1.79,50,126,4,VUT/SE/00798
1290505992139912623,Precioso Piso en Triana,255965780,***CheckINN,Triana,Triana Este,37.37919,-6.00555,Entire home/apt,102,2,0,,,50,125,0,VUT/SE/14155
1290567803602792201,Hermosa Casa Familiar en Nervión,255965780,***CheckINN,Nervión,Ciudad Jardín,37.38071566427111,-5.9646797812908625,Entire home/apt,123,2,3,2025-03-09,1.58,50,225,3,VUT/SE/13016
1290629299883994770,Apartment in the center of Seville,662331260,Fernando,Triana,Triana Casco Antiguo,37.38452,-6.00342,Entire home/apt,178,1,3,2025-03-08,2.00,13,303,3,CTC-2020033873
1290630553784953662,Apartamento dúplex con terraza,662331781,Francisco,Casco Antiguo,Museo,37.38892,-6.00166,Entire home/apt,235,1,3,2025-02-26,1.05,4,312,3,CTC-2021440597
1290633433767948408,Astora accommodation in downtown Triana,662331260,Fernando,Triana,Triana Este,37.38328518673649,-6.004940757575781,Entire home/apt,148,1,2,2025-03-10,1.22,13,313,2,CTC-2020033873
1290637702669586521,Charming apartment in Triana,662331260,Fernando,Triana,Triana Casco Antiguo,37.383294469521495,-6.0034382402116515,Entire home/apt,203,1,2,2025-02-15,1.13,13,304,2,CTC-2020033873
1290642974621441849,Charming apartment in Triana,662331260,Fernando,Triana,Triana Casco Antiguo,37.38359,-6.00382,Entire home/apt,158,1,0,,,13,334,0,CTC-2020033873
1291102118255604885,Apartament Seville San Lorenzo,662425742,Ramón,Casco Antiguo,Feria,37.39625899906875,-5.994244497446508,Entire home/apt,491,1,1,2025-02-27,1,1,104,1,VUT/SE/06353
1291105921071884501,Santa María Apartment,662426344,Rosario Inmaculada,Macarena,"Cisneo Alto, Santa María de Graccia",37.4022392137498,-5.971809099336238,Entire home/apt,57,1,38,2025-03-21,9.19,1,98,38,VUT/SE/14176
1291324740954497093,Impresionante piso en Nervion,255965780,***CheckINN,Nervión,Ciudad Jardín,37.37888,-5.96439,Entire home/apt,109,2,2,2025-01-07,0.52,50,120,2,VUT/SE/11551
1291877447854599965,Sevilla Center Giralda,606668,Mónica,Casco Antiguo,Santa Cruz,37.3834,-5.99256,Entire home/apt,113,60,0,,,1,179,0,
1292245382227795237,"Arena Centro 2 , 2 apartamentos  con mucho encanto",64841352,Juan Carlos,Casco Antiguo,Santa Catalina,37.39229426336359,-5.9879494895985035,Entire home/apt,184,1,3,2025-01-01,0.73,4,0,3,CTC2024292329
1292513509673220758,Acogedora habitación junto a río,535212324,Jesus,Casco Antiguo,San Gil,37.40112841193368,-5.995838210999696,Private room,50,1,8,2025-03-21,2.09,8,43,8,Exempt
1292619008438772798,Amplio Duplex Resolana,287871445,Juan,Macarena,"Doctor Barraquer, G. Renfe, Policlínico",37.4043,-5.99316,Entire home/apt,111,2,1,2024-12-29,0.34,62,115,1,VUT/SE/19764
1292655426418143822,Elegant apartment in Seville center,662331260,Fernando,Triana,Triana Oeste,37.38352,-6.00543,Entire home/apt,135,1,0,,,13,333,0,CTC-2020033873
1292655584870169114,El hogar de Lidia,662774183,Lidia,San Pablo - Santa Justa,Santa Clara,37.40457,-5.9559,Private room,42,1,4,2025-03-23,1.11,1,335,4,Exempt
1292666473830028296,Apartamento en los Remedios,154654159,Ignacio,Los Remedios,Los Remedios,37.37667463924385,-6.003093905746937,Entire home/apt,,2,1,2024-12-03,0.26,2,0,1,VUT/SE/12555
1292677977126714535,Ático en Triana,154654159,Ignacio,Los Remedios,Los Remedios,37.37559782812098,-6.0023898681503365,Entire home/apt,,2,1,2024-12-29,0.34,2,0,1,VUT/SE/12556
1292683776107149828,Private room in the center of Seville,662331260,Fernando,Triana,Triana Casco Antiguo,37.38533047689128,-6.003446938483709,Private room,114,1,1,2025-02-26,1,13,319,1,CTC-2020033873
1292689423540743430,Vintage style flat in the centre of Seville,662331260,Fernando,Casco Antiguo,Feria,37.39471,-5.9893,Entire home/apt,122,1,0,,,13,0,0,CTC-201632763
1292693843416242215,Quiet in Seville center,662331260,Fernando,Casco Antiguo,"Encarnación, Regina",37.394732540044465,-5.990255042627716,Entire home/apt,130,1,1,2025-02-25,1,13,266,1,CTC-201632763
1292702998138148199,Apartment in the centre of Seville,662331260,Fernando,Casco Antiguo,"Encarnación, Regina",37.3940512941004,-5.990371925448259,Entire home/apt,169,1,0,,,13,308,0,CTC-201632763
1292705047258182324,Elegant Elizabethan style flat in downtown Seville,662331260,Fernando,Casco Antiguo,Alfalfa,37.39264,-5.98881,Entire home/apt,134,1,2,2025-03-09,1.67,13,314,2,CTC-201632763
1292707607956619117,Centrally located flat in Seville,662331260,Fernando,Casco Antiguo,"Encarnación, Regina",37.393207809432965,-5.988519191564879,Entire home/apt,146,1,1,2025-02-10,0.65,13,299,1,CTC-201632763
1292710736480528621,Warm  apartment in Seville,662331260,Fernando,Casco Antiguo,"Encarnación, Regina",37.39444,-5.98912,Entire home/apt,169,1,0,,,13,320,0,CTC-201632763
1292731573672619663,Alohamundi Lumbreras VI,662795156,Maria Ester,Casco Antiguo,San Gil,37.40164,-5.9954,Entire home/apt,113,1,2,2025-03-11,0.81,1,107,2,VUT/SE/14020
1292832180155215663,Apartamento en Sevilla,573531483,Maria Del Mar,Nervión,an Roque,37.39186840442485,-5.980764485457596,Entire home/apt,127,1,1,2025-01-01,0.35,1,45,1,VFT/SE/12061
1293029235938669615,El Arrabal II,351333026,Dorana,Casco Antiguo,Museo,37.38961949999999,-6.0033122,Entire home/apt,131,2,0,,,1,217,0,Exempt
1293403853965614952,G5 Apartamento Sevilla Centro,662958244,Arenal Patrimonial,Casco Antiguo,Alfalfa,37.3916819,-5.992320599999999,Entire home/apt,119,2,5,2025-03-14,1.58,1,134,5,VUT/SE/07303
1293497416630866337,Posada Alameda de Hércules,323527284,Alojamientos HA,Casco Antiguo,San Gil,37.4008636,-5.993493099999999,Entire home/apt,116,2,3,2025-03-23,1.67,1,123,3,VFT/SE/03018
1293704513890630699,Moderno apartamento en Sevilla (FIBES-Congresos),586634469,Jose Antonio,Este - Alcosa - Torreblanca,"Palacio Congresos, Urbadiez, Entrepuentes, Jardines del Eden",37.4013855,-5.9412867,Entire home/apt,74,2,14,2025-03-16,3.59,1,59,14,VUT/SE/12571
1293997651791496912,Centro Luxe 3 Rooms,7768205,SmartRent,Casco Antiguo,"Encarnación, Regina",37.392945,-5.995104500000001,Entire home/apt,118,1,2,2025-03-11,1.62,10,41,2,VUT/MA/85702
1294007389700721721,Piso reformado a estrenar,663101440,Marta Maria,Cerro - Amate,Los Pajaros,37.38139006664715,-5.956300717410874,Entire home/apt,95,3,1,2024-12-11,0.28,1,235,1,VUT/SE/14208
1294045006311261103,In the heart of Sevilla,448215081,Giuseppe,Cerro - Amate,Juan XXIII,37.37555,-5.9472,Entire home/apt,66,2,7,2025-03-16,2.36,13,174,7,Vtf/se/10406
1294078886000045003,2.Cozy stay in Sevilla,448215081,Giuseppe,Cerro - Amate,La Plata,37.37329,-5.94659,Entire home/apt,69,2,5,2025-03-03,1.28,13,168,5,Vtf/se/10406
1294087988737664469,4. Andalucian Qasba,448215081,Giuseppe,Cerro - Amate,El Cerro,37.371354166199964,-5.9539134745865425,Entire home/apt,72,2,3,2025-03-02,0.83,13,166,3,Vtf/se/10406
1294110098912080382,Camper sevilla,221329959,Teresa,Palmera - Bellavista,"Pedro Salvador, Las Palmeritas",37.3542222,-5.978312,Entire home/apt,59,1,0,,,2,0,0,2024299451
1294118714224559295,Urban Oasis Apartment,416612447,Marta,Casco Antiguo,San Vicente,37.3933249,-6.0006543,Entire home/apt,160,1,0,,,2,150,0,VUT/SE/03377
1294121077124030811,Loft Patricia Nervión,424295773,Jaime,Nervión,Nervión,37.378258656211734,-5.972490053442381,Entire home/apt,107,2,1,2025-03-06,1,3,222,1,VFT/SE/9636
1294161526377256837,Casa Miril,663135087,Lucía,Casco Antiguo,Alfalfa,37.3925,-5.99474,Entire home/apt,297,1,5,2025-02-20,2.46,1,109,5,VFT/SE/12413
1294409878429747584,Dúplex para grupos 3 bdr 2 bth,560187720,Arman,Casco Antiguo,San Vicente,37.3955483649505,-5.998228043317795,Entire home/apt,217,2,3,2025-01-25,0.77,9,138,3,VUT/SE/13649
1294786611898953019,ISG Apartments: Jose De Velilla (centro) / Parking,511692500,Pedro,Casco Antiguo,Alfalfa,37.3913689,-5.9957815,Entire home/apt,209,1,2,2025-02-02,0.98,2,244,2,VFT/SE/04915
1295013897245744151,Precioso Apartamento en el Corazón de Sevilla,20650812,Rodolfo,Casco Antiguo,Santa Cruz,37.38950443823704,-5.992910903704831,Entire home/apt,129,1,9,2025-03-23,2.62,1,221,9,VUT/SE/12172
1295404720013671669,Apartamento con encanto Sevilla,15779574,Tatiana,Casco Antiguo,Santa Cruz,37.38750705308096,-5.99179580038183,Entire home/apt,,2,1,2025-02-23,0.91,6,57,1,VFT/3718254
1295592449467347520,Habitación céntrica Posibilidad de plaza de garaje,599488993,María Carmen,Macarena,"Cruz Roja, Capuchinos",37.400653974595826,-5.982656963018306,Private room,79,2,0,,,1,55,0,Exempt
1295606322285548797,Apt 2 dormitorios en Santa Cruz,3451296,Boutike,Casco Antiguo,Santa Cruz,37.38698176097831,-5.990190290623908,Entire home/apt,84,90,0,,,30,177,0,
1295608795327482509,Cathedral Suite,209748933,Mariano,Casco Antiguo,Arenal,37.386181,-5.9950681,Entire home/apt,130,1,1,2024-12-02,0.26,57,254,1,VUT/SE/09964
1296321037119232075,La casa de la abuela l,576990653,Matilde,Palmera - Bellavista,Bellavista,37.3268,-5.96884,Private room,30,1,4,2025-03-01,1.52,3,352,4,CTC-2024105567
1296656601489975401,Estudio en el centro de Sevilla,255965780,***CheckINN,Casco Antiguo,Santa Catalina,37.39253,-5.9882,Entire home/apt,91,2,3,2025-02-24,1.64,50,107,3,VUT/SE/1125456
1296867714661247892,Mi rincón de Triana,518617693,Rosario,Triana,Triana Este,37.38206432962581,-6.005479167085327,Entire home/apt,82,1,3,2025-03-03,1.50,1,48,3,VUT/SE/13031
1297193850034980755,Estudio plaza nueva,41368992,Bibi,Casco Antiguo,Arenal,37.389202591833595,-5.997436617954256,Entire home/apt,46,2,10,2025-03-03,2.75,3,9,10,VFT/SE/00293
1297606367246005918,"C2 Apartamento con Terraza en el Arenal,  Catedral",37040238,Grupo Se&Pal,Casco Antiguo,Arenal,37.3860225,-5.9961793,Entire home/apt,151,2,7,2025-02-25,2.31,34,126,7,VUT/SE/13010
1297615592830027990,Apartamento Plaza del Salvador,663876597,Antonio Jesus,Casco Antiguo,Alfalfa,37.3892869568845,-5.9920331463217735,Entire home/apt,129,1,1,2025-03-19,1,2,278,1,VUT/SE/14201
1297618839737865106,M4 Santa Cruz Catedral,37040238,Grupo Se&Pal,Casco Antiguo,San Bartolomé,37.3883664,-5.9900934,Entire home/apt,200,2,12,2025-03-25,3.27,34,121,12,VUT/SE/13163
1297635756213009899,Hotel room near the Cathedral by Vincci La Rabida,663879883,Vincci La Rabida,Casco Antiguo,Arenal,37.3874,-5.9973,Private room,291,1,1,2025-02-25,1,1,86,1,H/SE/01027
1297864162615765496,Habitación luminosa con vistas al río,535212324,Jesus,Casco Antiguo,San Lorenzo,37.402982616794034,-5.997528909706936,Private room,56,1,3,2025-02-21,1.18,8,50,3,Exempt
1297906655759456050,Habitación Plaza del Salvador,663876597,Antonio Jesus,Casco Antiguo,Alfalfa,37.39029,-5.99161,Private room,58,1,13,2025-03-17,4.64,2,278,13,VUT/SE/14201
1298168302765267681,Apartamento Ponce de leon,255965780,***CheckINN,Casco Antiguo,Santa Catalina,37.392253012054475,-5.987922796140849,Entire home/apt,,2,2,2024-12-30,0.65,50,0,2,VUT/SE/10032
1298330882933313188,apartamento en calle feria,69993079,Francisco,Casco Antiguo,Feria,37.39926010790738,-5.990021512189906,Entire home/apt,215,1,0,,,3,365,0,vft/se/03050
1298364344056246775,La Casa del Corral. Triana collection apartment,104638997,Óptima,Triana,Triana Casco Antiguo,37.38122,-6.00013,Entire home/apt,129,1,2,2025-03-07,0.80,1,303,2,VUT/SE/14095
1298395385617785071,La flor de Sevilla,664055412,María Dolores,Macarena,"León XIII, Los Naranjos",37.403925306955244,-5.982941605245995,Entire home/apt,88,2,20,2025-03-23,5.45,1,186,20,VUT/SE/13288
1298455424844166553,Life M&P Apartment,301473052,Esther,Casco Antiguo,Museo,37.3883,-6.00035,Entire home/apt,112,1,0,,,18,254,0,VFT/SE/13610
1298481050581798753,apartamento san lorenzo terraza,69993079,Francisco,Casco Antiguo,San Vicente,37.395392818513315,-5.997079503773822,Entire home/apt,215,1,0,,,3,358,0,vft/se/02120
1298508411032656001,Apartamento con patio Privada Centro de Sevilla,180647305,Jesus,Casco Antiguo,"Encarnación, Regina",37.393845509613406,-5.993567045368953,Entire home/apt,83,3,10,2025-03-10,3.57,8,43,10,VUT/SE/03572
1299052202581903486,Estudio completo a estrenar en Triana. Tranquilo,190765602,Maria,Triana,Triana Este,37.37718,-6.00624,Entire home/apt,48,1,7,2025-02-28,1.86,2,163,7,VTF/SE/10425
1299093419264533219,Enjoy the heart of Seville,23385410,Manuel,Nervión,San Bernardo,37.38475278650092,-5.9844086169585715,Entire home/apt,,2,5,2025-02-24,1.36,2,0,5,VUT/SE/13917
1299106487016842457,Edomus El Patio de la Macarena Boutique,525452885,Jorge,Macarena,"León XIII, Los Naranjos",37.40362563448687,-5.9828064233249885,Entire home/apt,75,1,6,2025-03-09,1.98,11,321,6,VUT/SE/14077
1299170775356831540,Magno Apartments González Cuadrado,664229251,Santiago Antonio,Casco Antiguo,Feria,37.3989,-5.99106,Entire home/apt,178,1,2,2025-01-27,0.68,1,229,2,VUT/SE/12648
1299181935769803936,bn Luminoso excelente Ubicacion,664203617,Juan Antonio,Casco Antiguo,Museo,37.388408679,-6.002672994,Entire home/apt,122,1,2,2025-02-15,1.22,1,302,2,VUT/SE/09675
1299246468676637510,R4 Apartamento junto  Plaza de España y metro,37040238,Grupo Se&Pal,Sur,Huerta de la Salud,37.37868175113839,-5.983479695245353,Entire home/apt,142,2,6,2025-03-24,1.89,34,116,6,VUT/SE/05857
1299289591225105655,Apartamento de 2 dormitorios,662331781,Francisco,Casco Antiguo,Arenal,37.38720377104246,-5.999860596923856,Entire home/apt,249,1,1,2025-01-08,0.38,4,318,1,CTC-2021440597
1299304510903838432,Apartamento de 1 Dormitorio,662331781,Francisco,Casco Antiguo,Museo,37.38922239421701,-6.000341264397828,Entire home/apt,198,1,3,2025-03-03,0.95,4,269,3,CTC-2021440597
1299307641532657147,Apartamento de 2 dormitorios,662331781,Francisco,Casco Antiguo,Museo,37.38926,-6.0017,Entire home/apt,185,1,1,2025-03-05,1,4,318,1,CTC-2021440597
1299356774625512109,Dormitorio tranquilo en Sevilla,13085705,Nati,Macarena,Pio XII,37.4067388,-5.9778819,Private room,,2,0,,,1,83,0,Exempt
1299461824696650267,Estudio en alfalfa,255965780,***CheckINN,Casco Antiguo,San Bartolomé,37.39054,-5.98776,Entire home/apt,71,2,0,,,50,114,0,VUT/SE/10334
1299498170278753739,Camper Sevilla,221329959,Teresa,Sur,"Prado, Parque María Luisa",37.37335960586397,-5.986017246007088,Entire home/apt,52,1,1,2024-12-15,0.29,2,354,1,2024299451
1299506739455744347,Piso familiar en el centro,255965780,***CheckINN,Casco Antiguo,"Encarnación, Regina",37.393813239783114,-5.998260911543803,Entire home/apt,123,2,0,,,50,89,0,VUT/SE/10559
1299862490646412621,Las Cruzadas Meliá Plaza España,664380481,Carlos,Sur,Huerta de la Salud,37.37756,-5.98304,Entire home/apt,125,1,0,,,1,73,0,VFT/SE/05940
1299896786676513543,Ximenez. 1-bedroom in Santa Cruz,89331773,Veoapartment,Casco Antiguo,Santa Cruz,37.3862809,-5.988937,Entire home/apt,79,1,0,,,44,294,0,VUT/SE/00800
1299920484642037385,Centro Luminoso Terraza,7768205,SmartRent,Nervión,La Florida,37.38821,-5.983919999999999,Entire home/apt,73,1,0,,,10,107,0,VFT/SE/05217
1299965897151769714,1.Casa de los naranjos,448215081,Giuseppe,Cerro - Amate,Juan XXIII,37.37551,-5.95124,Entire home/apt,68,2,7,2025-03-02,2.44,13,341,7,Vtf/se/10406
1299970458510088434,Casita bonita,448215081,Giuseppe,Cerro - Amate,Juan XXIII,37.3742760629234,-5.949383042690315,Entire home/apt,71,2,2,2025-03-03,0.58,13,353,2,Vtf/se/10406
1299973830362594786,3. Casa de los naranjos,448215081,Giuseppe,Cerro - Amate,Juan XXIII,37.37589,-5.9493,Entire home/apt,75,2,8,2025-02-24,2.20,13,0,8,Vtf/se/10406
1299979043095698815,Centrico Virgen Guía 3 Rooms,7768205,SmartRent,Macarena,"Santa María de Ordas, San Nicolas",37.40293,-5.97487,Entire home/apt,92,1,0,,,10,91,0,VUT/SE/13553
1299983561521550389,Casa de los naranjos esquinero,448215081,Giuseppe,Cerro - Amate,Juan XXIII,37.37614291550979,-5.950793564949262,Entire home/apt,69,2,2,2025-02-24,0.55,13,170,2,Vtf/se/10406
1300002156641399286,NEW! Espectacular apartamento en pleno centro,14958822,Nacho,Casco Antiguo,Feria,37.39567,-5.99198,Entire home/apt,164,2,9,2025-03-09,2.48,192,350,9,VUT/SE/02667
1300020852954737608,New and design AP0 - Rooftop solarium - Alameda,664236026,Rafmel Andrés,Casco Antiguo,San Vicente,37.39637,-5.99655,Entire home/apt,120,1,11,2025-03-17,3.51,3,296,11,VUT/SE/14024
1300025405723175308,Brand new penthouse -Private roof terrace- Alameda,664236026,Rafmel Andrés,Casco Antiguo,San Vicente,37.39665427026791,-5.996616267709573,Entire home/apt,108,1,4,2025-03-13,1.41,3,327,4,V
1300040690530883520,Alojamiento Triana-Los Remedios,96680861,Carmen,Los Remedios,Los Remedios,37.37511821825896,-5.996372073214059,Entire home/apt,111,2,1,2025-03-23,1,1,170,1,VUT/SE/14240
1300511584797007246,Philippe's Home Triana terraza,651774594,Felipe,Triana,Triana Casco Antiguo,37.3872987737701,-6.006908594442741,Entire home/apt,211,1,5,2025-01-28,1.63,3,214,5,VUT/SE/08220
1300575575281802539,Bonito apartamento centro Sevilla  Wifi y AC,243308448,Fabio,Macarena,"Cruz Roja, Capuchinos",37.3992,-5.98104,Entire home/apt,75,3,1,2025-03-07,1,36,36,1,VUT/SE/07038
1300675193248426483,adriana's house,44248001,Ignacio,Casco Antiguo,San Gil,37.4017551,-5.9933233,Entire home/apt,93,1,4,2025-02-25,1.45,23,289,4,VFT/SE/11197
1301362717208777750,Nuevo acogedor piso junto Sta Justa y Aeropuerto,190448586,Gualberto,San Pablo - Santa Justa,"San Carlos, Tartessos",37.39895,-5.97058,Entire home/apt,111,2,11,2025-03-11,3.00,4,0,11,VUT/SE/14210
1301362852788597580,Echo Sevilla Loft Boutique,663905995,Ángel,Nervión,an Roque,37.39025,-5.98188,Entire home/apt,111,1,1,2025-02-27,1,6,288,1,VUT/SE/13508
1301547390482022589,Casa Sevillana,559574969,Holidu,Casco Antiguo,San Bartolomé,37.390139,-5.985699,Entire home/apt,10007,1,0,,,4,363,0,VUTSE01528
1302023833977461595,Habitación con baño privado,996454,Maria,Casco Antiguo,Alfalfa,37.3922198,-5.9922705,Private room,,1,0,,,21,0,0,CTC-2024166545
1302162968902912384,Fabulosa casa,664856217,Francisco Javier,Macarena - Norte,La Bachillera,37.43889001842193,-5.98864465971947,Entire home/apt,150,3,1,2025-01-03,0.36,1,16,1,Exempt
1302245850072450876,Gonzalo de Bilbao Home,77484496,Juan Pablo,San Pablo - Santa Justa,San José Obrero,37.39205031691996,-5.980530502624517,Entire home/apt,153,3,2,2025-03-02,1.87,4,50,2,VUT/SE/14206
1302271497085166401,apartamento lux nervión,88508906,Fernando,Nervión,La Buhaira,37.38347698465415,-5.974126503698545,Entire home/apt,291,1,0,,,29,72,0,vut/se/11834
1302362641925907439,Amplio Duplex en Resolana,255965780,***CheckINN,Casco Antiguo,San Gil,37.40234,-5.99091,Entire home/apt,,2,5,2025-02-24,1.81,50,114,5,VUT/SE/19764
1302696540409446844,Habitación tranquila Macarena,131011606,Jose Manuel,Macarena,"Begoña, Santa Catalina",37.407090038729905,-5.976507455483975,Private room,43,1,4,2024-12-17,1.09,1,84,4,Exempt
1302736627177436314,Kansas City 68,304116789,Kasapartments,San Pablo - Santa Justa,San Pablo D y E,37.4023731,-5.9587669,Entire home/apt,93,1,6,2025-03-02,1.67,32,297,6,VUT/SE/13582
1302753461938641958,Brenes - habitación N.3,118812925,Angie,Macarena,"Begoña, Santa Catalina",37.40787,-5.97728,Private room,,1,3,2025-03-01,1.17,12,58,3,VUT/SE/13572
